Entity,Code,Date,Daily confirmed deaths,Days since 5 daily deaths first reported
Afghanistan,AFG,"Mar 27, 2020",0.14285714285714285,
Afghanistan,AFG,"Mar 28, 2020",0.2857142857142857,
Afghanistan,AFG,"Mar 29, 2020",0.42857142857142855,
Afghanistan,AFG,"Mar 30, 2020",0.5714285714285714,
Afghanistan,AFG,"Mar 31, 2020",0.42857142857142855,
Afghanistan,AFG,"Apr 1, 2020",0.42857142857142855,
Afghanistan,AFG,"Apr 2, 2020",0.42857142857142855,
Afghanistan,AFG,"Apr 3, 2020",0.42857142857142855,
Africa,,"Jan 2, 2020",0,
Africa,,"Jan 3, 2020",0,
Africa,,"Jan 4, 2020",0,
Africa,,"Jan 5, 2020",0,
Africa,,"Jan 6, 2020",0,
Africa,,"Jan 7, 2020",0,
Africa,,"Jan 8, 2020",0,
Africa,,"Jan 9, 2020",0,
Africa,,"Jan 10, 2020",0,
Africa,,"Jan 11, 2020",0,
Africa,,"Jan 12, 2020",0,
Africa,,"Jan 13, 2020",0,
Africa,,"Jan 14, 2020",0,
Africa,,"Jan 15, 2020",0,
Africa,,"Jan 16, 2020",0,
Africa,,"Jan 17, 2020",0,
Africa,,"Jan 18, 2020",0,
Africa,,"Jan 19, 2020",0,
Africa,,"Jan 20, 2020",0,
Africa,,"Jan 21, 2020",0,
Africa,,"Jan 22, 2020",0,
Africa,,"Jan 23, 2020",0,
Africa,,"Jan 24, 2020",0,
Africa,,"Jan 25, 2020",0,
Africa,,"Jan 26, 2020",0,
Africa,,"Jan 27, 2020",0,
Africa,,"Jan 28, 2020",0,
Africa,,"Jan 29, 2020",0,
Africa,,"Jan 30, 2020",0,
Africa,,"Jan 31, 2020",0,
Africa,,"Feb 1, 2020",0,
Africa,,"Feb 2, 2020",0,
Africa,,"Feb 3, 2020",0,
Africa,,"Feb 4, 2020",0,
Africa,,"Feb 5, 2020",0,
Africa,,"Feb 6, 2020",0,
Africa,,"Feb 7, 2020",0,
Africa,,"Feb 8, 2020",0,
Africa,,"Feb 9, 2020",0,
Africa,,"Feb 10, 2020",0,
Africa,,"Feb 11, 2020",0,
Africa,,"Feb 12, 2020",0,
Africa,,"Feb 13, 2020",0,
Africa,,"Feb 14, 2020",0,
Africa,,"Feb 15, 2020",0,
Africa,,"Feb 16, 2020",0,
Africa,,"Feb 17, 2020",0,
Africa,,"Feb 18, 2020",0,
Africa,,"Feb 19, 2020",0,
Africa,,"Feb 20, 2020",0,
Africa,,"Feb 21, 2020",0,
Africa,,"Feb 22, 2020",0,
Africa,,"Feb 23, 2020",0,
Africa,,"Feb 24, 2020",0,
Africa,,"Feb 25, 2020",0,
Africa,,"Feb 26, 2020",0,
Africa,,"Feb 27, 2020",0,
Africa,,"Feb 28, 2020",0,
Africa,,"Feb 29, 2020",0,
Africa,,"Mar 1, 2020",0,
Africa,,"Mar 2, 2020",0,
Africa,,"Mar 3, 2020",0,
Africa,,"Mar 4, 2020",0,
Africa,,"Mar 5, 2020",0,
Africa,,"Mar 6, 2020",0,
Africa,,"Mar 7, 2020",0,
Africa,,"Mar 8, 2020",0,
Africa,,"Mar 9, 2020",0.14285714285714285,
Africa,,"Mar 10, 2020",0.14285714285714285,
Africa,,"Mar 11, 2020",0.14285714285714285,
Africa,,"Mar 12, 2020",0.2857142857142857,
Africa,,"Mar 13, 2020",0.5714285714285714,
Africa,,"Mar 14, 2020",0.7142857142857143,
Africa,,"Mar 15, 2020",0.8571428571428571,
Africa,,"Mar 16, 2020",1,
Africa,,"Mar 17, 2020",1,
Africa,,"Mar 18, 2020",1.5714285714285714,
Africa,,"Mar 19, 2020",2,
Africa,,"Mar 20, 2020",1.8571428571428572,
Africa,,"Mar 21, 2020",2.7142857142857144,0
Africa,,"Mar 22, 2020",3.4285714285714284,1
Africa,,"Mar 23, 2020",4.857142857142857,2
Africa,,"Mar 24, 2020",6.285714285714286,3
Africa,,"Mar 25, 2020",7.142857142857143,4
Africa,,"Mar 26, 2020",7.428571428571429,5
Africa,,"Mar 27, 2020",9,6
Africa,,"Mar 28, 2020",10.571428571428571,7
Africa,,"Mar 29, 2020",13,8
Africa,,"Mar 30, 2020",14.142857142857142,9
Africa,,"Mar 31, 2020",15.714285714285714,10
Africa,,"Apr 1, 2020",16.857142857142858,11
Africa,,"Apr 2, 2020",22.285714285714285,12
Africa,,"Apr 3, 2020",24.428571428571427,13
Albania,ALB,"Mar 11, 2020",0,
Albania,ALB,"Mar 12, 2020",0.25,
Albania,ALB,"Mar 13, 2020",0.2,
Albania,ALB,"Mar 14, 2020",0.16666666666666666,
Albania,ALB,"Mar 15, 2020",0.14285714285714285,
Albania,ALB,"Mar 16, 2020",0.14285714285714285,
Albania,ALB,"Mar 17, 2020",0.14285714285714285,
Albania,ALB,"Mar 18, 2020",0.14285714285714285,
Albania,ALB,"Mar 19, 2020",0.14285714285714285,
Albania,ALB,"Mar 20, 2020",0.14285714285714285,
Albania,ALB,"Mar 21, 2020",0.14285714285714285,
Albania,ALB,"Mar 22, 2020",0.14285714285714285,
Albania,ALB,"Mar 23, 2020",0.14285714285714285,
Albania,ALB,"Mar 24, 2020",0.42857142857142855,
Albania,ALB,"Mar 25, 2020",0.5714285714285714,
Albania,ALB,"Mar 26, 2020",0.42857142857142855,
Albania,ALB,"Mar 27, 2020",0.5714285714285714,
Albania,ALB,"Mar 28, 2020",1,
Albania,ALB,"Mar 29, 2020",1.1428571428571428,
Albania,ALB,"Mar 30, 2020",1.1428571428571428,
Albania,ALB,"Mar 31, 2020",1.1428571428571428,
Albania,ALB,"Apr 1, 2020",1.4285714285714286,
Albania,ALB,"Apr 2, 2020",1.4285714285714286,
Albania,ALB,"Apr 3, 2020",1.4285714285714286,
Algeria,DZA,"Jan 2, 2020",0,
Algeria,DZA,"Jan 3, 2020",0,
Algeria,DZA,"Jan 4, 2020",0,
Algeria,DZA,"Jan 5, 2020",0,
Algeria,DZA,"Jan 6, 2020",0,
Algeria,DZA,"Jan 7, 2020",0,
Algeria,DZA,"Jan 8, 2020",0,
Algeria,DZA,"Jan 9, 2020",0,
Algeria,DZA,"Jan 10, 2020",0,
Algeria,DZA,"Jan 11, 2020",0,
Algeria,DZA,"Jan 12, 2020",0,
Algeria,DZA,"Jan 13, 2020",0,
Algeria,DZA,"Jan 14, 2020",0,
Algeria,DZA,"Jan 15, 2020",0,
Algeria,DZA,"Jan 16, 2020",0,
Algeria,DZA,"Jan 17, 2020",0,
Algeria,DZA,"Jan 18, 2020",0,
Algeria,DZA,"Jan 19, 2020",0,
Algeria,DZA,"Jan 20, 2020",0,
Algeria,DZA,"Jan 21, 2020",0,
Algeria,DZA,"Jan 22, 2020",0,
Algeria,DZA,"Jan 23, 2020",0,
Algeria,DZA,"Jan 24, 2020",0,
Algeria,DZA,"Jan 25, 2020",0,
Algeria,DZA,"Jan 26, 2020",0,
Algeria,DZA,"Jan 27, 2020",0,
Algeria,DZA,"Jan 28, 2020",0,
Algeria,DZA,"Jan 29, 2020",0,
Algeria,DZA,"Jan 30, 2020",0,
Algeria,DZA,"Jan 31, 2020",0,
Algeria,DZA,"Feb 1, 2020",0,
Algeria,DZA,"Feb 2, 2020",0,
Algeria,DZA,"Feb 3, 2020",0,
Algeria,DZA,"Feb 4, 2020",0,
Algeria,DZA,"Feb 5, 2020",0,
Algeria,DZA,"Feb 6, 2020",0,
Algeria,DZA,"Feb 7, 2020",0,
Algeria,DZA,"Feb 8, 2020",0,
Algeria,DZA,"Feb 9, 2020",0,
Algeria,DZA,"Feb 10, 2020",0,
Algeria,DZA,"Feb 11, 2020",0,
Algeria,DZA,"Feb 12, 2020",0,
Algeria,DZA,"Feb 13, 2020",0,
Algeria,DZA,"Feb 14, 2020",0,
Algeria,DZA,"Feb 15, 2020",0,
Algeria,DZA,"Feb 16, 2020",0,
Algeria,DZA,"Feb 17, 2020",0,
Algeria,DZA,"Feb 18, 2020",0,
Algeria,DZA,"Feb 19, 2020",0,
Algeria,DZA,"Feb 20, 2020",0,
Algeria,DZA,"Feb 21, 2020",0,
Algeria,DZA,"Feb 22, 2020",0,
Algeria,DZA,"Feb 23, 2020",0,
Algeria,DZA,"Feb 24, 2020",0,
Algeria,DZA,"Feb 25, 2020",0,
Algeria,DZA,"Feb 26, 2020",0,
Algeria,DZA,"Feb 27, 2020",0,
Algeria,DZA,"Feb 28, 2020",0,
Algeria,DZA,"Feb 29, 2020",0,
Algeria,DZA,"Mar 1, 2020",0,
Algeria,DZA,"Mar 2, 2020",0,
Algeria,DZA,"Mar 3, 2020",0,
Algeria,DZA,"Mar 4, 2020",0,
Algeria,DZA,"Mar 5, 2020",0,
Algeria,DZA,"Mar 6, 2020",0,
Algeria,DZA,"Mar 7, 2020",0,
Algeria,DZA,"Mar 8, 2020",0,
Algeria,DZA,"Mar 9, 2020",0,
Algeria,DZA,"Mar 10, 2020",0,
Algeria,DZA,"Mar 11, 2020",0,
Algeria,DZA,"Mar 12, 2020",0,
Algeria,DZA,"Mar 13, 2020",0.3333333333333333,
Algeria,DZA,"Mar 14, 2020",0.5,
Algeria,DZA,"Mar 15, 2020",0.4,
Algeria,DZA,"Mar 16, 2020",0.8,
Algeria,DZA,"Mar 17, 2020",0.6666666666666666,
Algeria,DZA,"Mar 18, 2020",0.7142857142857143,
Algeria,DZA,"Mar 19, 2020",0.8571428571428571,
Algeria,DZA,"Mar 20, 2020",0.8571428571428571,
Algeria,DZA,"Mar 21, 2020",1.1428571428571428,
Algeria,DZA,"Mar 22, 2020",1.1428571428571428,
Algeria,DZA,"Mar 23, 2020",1.5714285714285714,
Algeria,DZA,"Mar 24, 2020",1.8571428571428572,
Algeria,DZA,"Mar 25, 2020",1.7142857142857142,
Algeria,DZA,"Mar 26, 2020",1.5714285714285714,
Algeria,DZA,"Mar 27, 2020",2,
Algeria,DZA,"Mar 28, 2020",1.5714285714285714,
Algeria,DZA,"Mar 29, 2020",2.2857142857142856,
Algeria,DZA,"Mar 30, 2020",2,0
Algeria,DZA,"Mar 31, 2020",2,1
Algeria,DZA,"Apr 1, 2020",2.5714285714285716,2
Algeria,DZA,"Apr 2, 2020",5.857142857142857,3
Algeria,DZA,"Apr 3, 2020",5.285714285714286,4
Andorra,AND,"Mar 17, 2020",0,
Andorra,AND,"Mar 18, 2020",0,
Andorra,AND,"Mar 19, 2020",0,
Andorra,AND,"Mar 20, 2020",0,
Andorra,AND,"Mar 21, 2020",0,
Andorra,AND,"Mar 22, 2020",0,
Andorra,AND,"Mar 23, 2020",0,
Andorra,AND,"Mar 24, 2020",0,
Andorra,AND,"Mar 25, 2020",0,
Andorra,AND,"Mar 26, 2020",0,
Andorra,AND,"Mar 27, 2020",0.42857142857142855,
Andorra,AND,"Mar 28, 2020",0.42857142857142855,
Andorra,AND,"Mar 29, 2020",0.5714285714285714,
Andorra,AND,"Mar 30, 2020",0.8571428571428571,
Andorra,AND,"Mar 31, 2020",1.1428571428571428,
Andorra,AND,"Apr 1, 2020",1.7142857142857142,
Andorra,AND,"Apr 2, 2020",2,
Andorra,AND,"Apr 3, 2020",1.7142857142857142,
Angola,AGO,"Mar 24, 2020",0,
Angola,AGO,"Mar 25, 2020",0,
Angola,AGO,"Mar 26, 2020",0,
Angola,AGO,"Mar 27, 2020",0,
Angola,AGO,"Mar 28, 2020",0,
Angola,AGO,"Mar 29, 2020",0,
Angola,AGO,"Mar 30, 2020",0.2857142857142857,
Angola,AGO,"Mar 31, 2020",0.2857142857142857,
Angola,AGO,"Apr 1, 2020",0.2857142857142857,
Angola,AGO,"Apr 2, 2020",0.2857142857142857,
Angola,AGO,"Apr 3, 2020",0.2857142857142857,
Anguilla,AIA,"Mar 29, 2020",0,
Anguilla,AIA,"Mar 30, 2020",0,
Anguilla,AIA,"Mar 31, 2020",0,
Anguilla,AIA,"Apr 1, 2020",0,
Anguilla,AIA,"Apr 2, 2020",0,
Anguilla,AIA,"Apr 3, 2020",0,
Antigua and Barbuda,ATG,"Mar 23, 2020",0,
Antigua and Barbuda,ATG,"Mar 24, 2020",0,
Antigua and Barbuda,ATG,"Mar 25, 2020",0,
Antigua and Barbuda,ATG,"Mar 26, 2020",0,
Antigua and Barbuda,ATG,"Mar 27, 2020",0,
Antigua and Barbuda,ATG,"Mar 28, 2020",0,
Antigua and Barbuda,ATG,"Mar 29, 2020",0,
Antigua and Barbuda,ATG,"Mar 30, 2020",0,
Antigua and Barbuda,ATG,"Mar 31, 2020",0,
Antigua and Barbuda,ATG,"Apr 1, 2020",0,
Antigua and Barbuda,ATG,"Apr 2, 2020",0,
Antigua and Barbuda,ATG,"Apr 3, 2020",0,
Argentina,ARG,"Mar 7, 2020",0,
Argentina,ARG,"Mar 8, 2020",0.25,
Argentina,ARG,"Mar 9, 2020",0.2,
Argentina,ARG,"Mar 10, 2020",0.2,
Argentina,ARG,"Mar 11, 2020",0.2,
Argentina,ARG,"Mar 12, 2020",0.2,
Argentina,ARG,"Mar 13, 2020",0.2,
Argentina,ARG,"Mar 14, 2020",0.4,
Argentina,ARG,"Mar 15, 2020",0.2,
Argentina,ARG,"Mar 16, 2020",0.2,
Argentina,ARG,"Mar 17, 2020",0.16666666666666666,
Argentina,ARG,"Mar 18, 2020",0.16666666666666666,
Argentina,ARG,"Mar 19, 2020",0.14285714285714285,
Argentina,ARG,"Mar 20, 2020",0.2857142857142857,
Argentina,ARG,"Mar 21, 2020",0.14285714285714285,
Argentina,ARG,"Mar 22, 2020",0.2857142857142857,
Argentina,ARG,"Mar 23, 2020",0.2857142857142857,
Argentina,ARG,"Mar 24, 2020",0.2857142857142857,
Argentina,ARG,"Mar 25, 2020",0.5714285714285714,
Argentina,ARG,"Mar 26, 2020",0.8571428571428571,
Argentina,ARG,"Mar 27, 2020",1.2857142857142858,
Argentina,ARG,"Mar 28, 2020",2,
Argentina,ARG,"Mar 29, 2020",2.142857142857143,
Argentina,ARG,"Mar 30, 2020",2.2857142857142856,
Argentina,ARG,"Mar 31, 2020",2.857142857142857,
Argentina,ARG,"Apr 1, 2020",2.5714285714285716,
Argentina,ARG,"Apr 2, 2020",3.2857142857142856,
Argentina,ARG,"Apr 3, 2020",3.142857142857143,
Armenia,ARM,"Jan 2, 2020",0,
Armenia,ARM,"Jan 3, 2020",0,
Armenia,ARM,"Jan 4, 2020",0,
Armenia,ARM,"Jan 5, 2020",0,
Armenia,ARM,"Jan 6, 2020",0,
Armenia,ARM,"Jan 7, 2020",0,
Armenia,ARM,"Jan 8, 2020",0,
Armenia,ARM,"Jan 9, 2020",0,
Armenia,ARM,"Jan 10, 2020",0,
Armenia,ARM,"Jan 11, 2020",0,
Armenia,ARM,"Jan 12, 2020",0,
Armenia,ARM,"Jan 13, 2020",0,
Armenia,ARM,"Jan 14, 2020",0,
Armenia,ARM,"Jan 15, 2020",0,
Armenia,ARM,"Jan 16, 2020",0,
Armenia,ARM,"Jan 17, 2020",0,
Armenia,ARM,"Jan 18, 2020",0,
Armenia,ARM,"Jan 19, 2020",0,
Armenia,ARM,"Jan 20, 2020",0,
Armenia,ARM,"Jan 21, 2020",0,
Armenia,ARM,"Jan 22, 2020",0,
Armenia,ARM,"Jan 23, 2020",0,
Armenia,ARM,"Jan 24, 2020",0,
Armenia,ARM,"Jan 25, 2020",0,
Armenia,ARM,"Jan 26, 2020",0,
Armenia,ARM,"Jan 27, 2020",0,
Armenia,ARM,"Jan 28, 2020",0,
Armenia,ARM,"Jan 29, 2020",0,
Armenia,ARM,"Jan 30, 2020",0,
Armenia,ARM,"Jan 31, 2020",0,
Armenia,ARM,"Feb 1, 2020",0,
Armenia,ARM,"Feb 2, 2020",0,
Armenia,ARM,"Feb 3, 2020",0,
Armenia,ARM,"Feb 4, 2020",0,
Armenia,ARM,"Feb 5, 2020",0,
Armenia,ARM,"Feb 6, 2020",0,
Armenia,ARM,"Feb 7, 2020",0,
Armenia,ARM,"Feb 8, 2020",0,
Armenia,ARM,"Feb 9, 2020",0,
Armenia,ARM,"Feb 10, 2020",0,
Armenia,ARM,"Feb 11, 2020",0,
Armenia,ARM,"Feb 12, 2020",0,
Armenia,ARM,"Feb 13, 2020",0,
Armenia,ARM,"Feb 14, 2020",0,
Armenia,ARM,"Feb 15, 2020",0,
Armenia,ARM,"Feb 16, 2020",0,
Armenia,ARM,"Feb 17, 2020",0,
Armenia,ARM,"Feb 18, 2020",0,
Armenia,ARM,"Feb 19, 2020",0,
Armenia,ARM,"Feb 20, 2020",0,
Armenia,ARM,"Feb 21, 2020",0,
Armenia,ARM,"Feb 22, 2020",0,
Armenia,ARM,"Feb 23, 2020",0,
Armenia,ARM,"Feb 24, 2020",0,
Armenia,ARM,"Feb 25, 2020",0,
Armenia,ARM,"Feb 26, 2020",0,
Armenia,ARM,"Feb 27, 2020",0,
Armenia,ARM,"Feb 28, 2020",0,
Armenia,ARM,"Feb 29, 2020",0,
Armenia,ARM,"Mar 1, 2020",0,
Armenia,ARM,"Mar 2, 2020",0,
Armenia,ARM,"Mar 3, 2020",0,
Armenia,ARM,"Mar 4, 2020",0,
Armenia,ARM,"Mar 5, 2020",0,
Armenia,ARM,"Mar 6, 2020",0,
Armenia,ARM,"Mar 14, 2020",0,
Armenia,ARM,"Mar 15, 2020",0,
Armenia,ARM,"Mar 16, 2020",0,
Armenia,ARM,"Mar 17, 2020",0,
Armenia,ARM,"Mar 18, 2020",0,
Armenia,ARM,"Mar 19, 2020",0,
Armenia,ARM,"Mar 20, 2020",0,
Armenia,ARM,"Mar 21, 2020",0,
Armenia,ARM,"Mar 22, 2020",0,
Armenia,ARM,"Mar 23, 2020",0,
Armenia,ARM,"Mar 24, 2020",0,
Armenia,ARM,"Mar 25, 2020",0,
Armenia,ARM,"Mar 26, 2020",0,
Armenia,ARM,"Mar 27, 2020",0.14285714285714285,
Armenia,ARM,"Mar 28, 2020",0.14285714285714285,
Armenia,ARM,"Mar 29, 2020",0.42857142857142855,
Armenia,ARM,"Mar 30, 2020",0.42857142857142855,
Armenia,ARM,"Mar 31, 2020",0.42857142857142855,
Armenia,ARM,"Apr 1, 2020",0.42857142857142855,
Armenia,ARM,"Apr 2, 2020",0.42857142857142855,
Armenia,ARM,"Apr 3, 2020",0.42857142857142855,
Aruba,ABW,"Mar 25, 2020",0,
Aruba,ABW,"Mar 26, 2020",0,
Aruba,ABW,"Mar 27, 2020",0,
Aruba,ABW,"Mar 28, 2020",0,
Aruba,ABW,"Mar 29, 2020",0,
Aruba,ABW,"Mar 30, 2020",0,
Aruba,ABW,"Mar 31, 2020",0,
Aruba,ABW,"Apr 1, 2020",0,
Aruba,ABW,"Apr 2, 2020",0,
Aruba,ABW,"Apr 3, 2020",0,
Asia,,"Jan 2, 2020",0,
Asia,,"Jan 3, 2020",0,
Asia,,"Jan 4, 2020",0,
Asia,,"Jan 5, 2020",0,
Asia,,"Jan 6, 2020",0,
Asia,,"Jan 7, 2020",0,
Asia,,"Jan 8, 2020",0,
Asia,,"Jan 9, 2020",0,
Asia,,"Jan 10, 2020",0,
Asia,,"Jan 11, 2020",0.14285714285714285,
Asia,,"Jan 12, 2020",0.14285714285714285,
Asia,,"Jan 13, 2020",0.14285714285714285,
Asia,,"Jan 14, 2020",0.14285714285714285,
Asia,,"Jan 15, 2020",0.2857142857142857,
Asia,,"Jan 16, 2020",0.2857142857142857,
Asia,,"Jan 17, 2020",0.2857142857142857,
Asia,,"Jan 18, 2020",0.14285714285714285,
Asia,,"Jan 19, 2020",0.2857142857142857,
Asia,,"Jan 20, 2020",0.2857142857142857,
Asia,,"Jan 21, 2020",0.7142857142857143,
Asia,,"Jan 22, 2020",2.142857142857143,0
Asia,,"Jan 23, 2020",2.142857142857143,1
Asia,,"Jan 24, 2020",3.4285714285714284,2
Asia,,"Jan 25, 2020",5.571428571428571,3
Asia,,"Jan 26, 2020",7.571428571428571,4
Asia,,"Jan 27, 2020",11.142857142857142,5
Asia,,"Jan 28, 2020",14.285714285714286,6
Asia,,"Jan 29, 2020",16.428571428571427,7
Asia,,"Jan 30, 2020",21.857142857142858,8
Asia,,"Jan 31, 2020",26.714285714285715,9
Asia,,"Feb 1, 2020",31.142857142857142,10
Asia,,"Feb 2, 2020",35.57142857142857,11
Asia,,"Feb 3, 2020",40.142857142857146,12
Asia,,"Feb 4, 2020",45.857142857142854,13
Asia,,"Feb 5, 2020",51.57142857142857,14
Asia,,"Feb 6, 2020",56.42857142857143,15
Asia,,"Feb 7, 2020",60.714285714285715,16
Asia,,"Feb 8, 2020",66.42857142857143,17
Asia,,"Feb 9, 2020",72.57142857142857,18
Asia,,"Feb 10, 2020",78.28571428571429,19
Asia,,"Feb 11, 2020",84.42857142857143,20
Asia,,"Feb 12, 2020",88.85714285714286,21
Asia,,"Feb 13, 2020",115,22
Asia,,"Feb 14, 2020",106.42857142857143,23
Asia,,"Feb 15, 2020",114.57142857142857,24
Asia,,"Feb 16, 2020",122.14285714285714,25
Asia,,"Feb 17, 2020",123.42857142857143,26
Asia,,"Feb 18, 2020",122,27
Asia,,"Feb 19, 2020",128,28
Asia,,"Feb 20, 2020",107.85714285714286,29
Asia,,"Feb 21, 2020",123,30
Asia,,"Feb 22, 2020",118.57142857142857,31
Asia,,"Feb 23, 2020",112.85714285714286,32
Asia,,"Feb 24, 2020",119.85714285714286,33
Asia,,"Feb 25, 2020",116.57142857142857,34
Asia,,"Feb 26, 2020",105,35
Asia,,"Feb 27, 2020",93.85714285714286,36
Asia,,"Feb 28, 2020",84.28571428571429,37
Asia,,"Feb 29, 2020",76.57142857142857,38
Asia,,"Mar 1, 2020",68.85714285714286,39
Asia,,"Mar 2, 2020",55.142857142857146,40
Asia,,"Mar 3, 2020",51.57142857142857,41
Asia,,"Mar 4, 2020",50.714285714285715,42
Asia,,"Mar 5, 2020",52.57142857142857,43
Asia,,"Mar 6, 2020",52.857142857142854,44
Asia,,"Mar 7, 2020",51.285714285714285,45
Asia,,"Mar 8, 2020",52.142857142857146,46
Asia,,"Mar 9, 2020",54.857142857142854,47
Asia,,"Mar 10, 2020",57,48
Asia,,"Mar 11, 2020",61.857142857142854,49
Asia,,"Mar 12, 2020",67.42857142857143,50
Asia,,"Mar 13, 2020",72.28571428571429,51
Asia,,"Mar 14, 2020",82.14285714285714,52
Asia,,"Mar 15, 2020",90.28571428571429,53
Asia,,"Mar 16, 2020",98.42857142857143,54
Asia,,"Mar 17, 2020",110.57142857142857,55
Asia,,"Mar 18, 2020",121.42857142857143,56
Asia,,"Mar 19, 2020",132.71428571428572,57
Asia,,"Mar 20, 2020",146.85714285714286,58
Asia,,"Mar 21, 2020",155.57142857142858,59
Asia,,"Mar 22, 2020",164.57142857142858,60
Asia,,"Mar 23, 2020",172,61
Asia,,"Mar 24, 2020",175.14285714285714,62
Asia,,"Mar 25, 2020",174.71428571428572,63
Asia,,"Mar 26, 2020",178.42857142857142,64
Asia,,"Mar 27, 2020",186.14285714285714,65
Asia,,"Mar 28, 2020",189.85714285714286,66
Asia,,"Mar 29, 2020",197.28571428571428,67
Asia,,"Mar 30, 2020",199.14285714285714,68
Asia,,"Mar 31, 2020",205.85714285714286,69
Asia,,"Apr 1, 2020",215.85714285714286,70
Asia,,"Apr 2, 2020",228.85714285714286,71
Asia,,"Apr 3, 2020",236.71428571428572,72
Australia,AUS,"Jan 2, 2020",0,
Australia,AUS,"Jan 3, 2020",0,
Australia,AUS,"Jan 4, 2020",0,
Australia,AUS,"Jan 5, 2020",0,
Australia,AUS,"Jan 6, 2020",0,
Australia,AUS,"Jan 7, 2020",0,
Australia,AUS,"Jan 8, 2020",0,
Australia,AUS,"Jan 9, 2020",0,
Australia,AUS,"Jan 10, 2020",0,
Australia,AUS,"Jan 11, 2020",0,
Australia,AUS,"Jan 12, 2020",0,
Australia,AUS,"Jan 13, 2020",0,
Australia,AUS,"Jan 14, 2020",0,
Australia,AUS,"Jan 15, 2020",0,
Australia,AUS,"Jan 16, 2020",0,
