Entity,Code,Date,Daily confirmed cases,Days since daily new confirmed cases (rolling 7-day average) reached 30
Afghanistan,AFG,"Jan 2, 2020",0,
Afghanistan,AFG,"Jan 3, 2020",0,
Afghanistan,AFG,"Jan 4, 2020",0,
Afghanistan,AFG,"Jan 5, 2020",0,
Afghanistan,AFG,"Jan 6, 2020",0,
Afghanistan,AFG,"Jan 7, 2020",0,
Afghanistan,AFG,"Jan 8, 2020",0,
Afghanistan,AFG,"Jan 9, 2020",0,
Afghanistan,AFG,"Jan 10, 2020",0,
Afghanistan,AFG,"Jan 11, 2020",0,
Afghanistan,AFG,"Jan 12, 2020",0,
Afghanistan,AFG,"Jan 13, 2020",0,
Afghanistan,AFG,"Jan 14, 2020",0,
Afghanistan,AFG,"Jan 15, 2020",0,
Afghanistan,AFG,"Jan 16, 2020",0,
Afghanistan,AFG,"Jan 17, 2020",0,
Afghanistan,AFG,"Jan 18, 2020",0,
Afghanistan,AFG,"Jan 19, 2020",0,
Afghanistan,AFG,"Jan 20, 2020",0,
Afghanistan,AFG,"Jan 21, 2020",0,
Afghanistan,AFG,"Jan 22, 2020",0,
Afghanistan,AFG,"Jan 23, 2020",0,
Afghanistan,AFG,"Jan 24, 2020",0,
Afghanistan,AFG,"Jan 25, 2020",0,
Afghanistan,AFG,"Jan 26, 2020",0,
Afghanistan,AFG,"Jan 27, 2020",0,
Afghanistan,AFG,"Jan 28, 2020",0,
Afghanistan,AFG,"Jan 29, 2020",0,
Afghanistan,AFG,"Jan 30, 2020",0,
Afghanistan,AFG,"Jan 31, 2020",0,
Afghanistan,AFG,"Feb 1, 2020",0,
Afghanistan,AFG,"Feb 2, 2020",0,
Afghanistan,AFG,"Feb 3, 2020",0,
Afghanistan,AFG,"Feb 4, 2020",0,
Afghanistan,AFG,"Feb 5, 2020",0,
Afghanistan,AFG,"Feb 6, 2020",0,
Afghanistan,AFG,"Feb 7, 2020",0,
Afghanistan,AFG,"Feb 8, 2020",0,
Afghanistan,AFG,"Feb 9, 2020",0,
Afghanistan,AFG,"Feb 10, 2020",0,
Afghanistan,AFG,"Feb 11, 2020",0,
Afghanistan,AFG,"Feb 12, 2020",0,
Afghanistan,AFG,"Feb 13, 2020",0,
Afghanistan,AFG,"Feb 14, 2020",0,
Afghanistan,AFG,"Feb 15, 2020",0,
Afghanistan,AFG,"Feb 16, 2020",0,
Afghanistan,AFG,"Feb 17, 2020",0,
Afghanistan,AFG,"Feb 18, 2020",0,
Afghanistan,AFG,"Feb 19, 2020",0,
Afghanistan,AFG,"Feb 20, 2020",0,
Afghanistan,AFG,"Feb 21, 2020",0,
Afghanistan,AFG,"Feb 22, 2020",0,
Afghanistan,AFG,"Feb 23, 2020",0,
Afghanistan,AFG,"Feb 24, 2020",0,
Afghanistan,AFG,"Feb 25, 2020",0.14285714285714285,
Afghanistan,AFG,"Feb 26, 2020",0.14285714285714285,
Afghanistan,AFG,"Feb 27, 2020",0.14285714285714285,
Afghanistan,AFG,"Feb 28, 2020",0.14285714285714285,
Afghanistan,AFG,"Feb 29, 2020",0.14285714285714285,
Afghanistan,AFG,"Mar 1, 2020",0.14285714285714285,
Afghanistan,AFG,"Mar 2, 2020",0.14285714285714285,
Afghanistan,AFG,"Mar 3, 2020",0,
Afghanistan,AFG,"Mar 4, 2020",0,
Afghanistan,AFG,"Mar 5, 2020",0,
Afghanistan,AFG,"Mar 6, 2020",0,
Afghanistan,AFG,"Mar 16, 2020",4,
Afghanistan,AFG,"Mar 17, 2020",4.25,
Afghanistan,AFG,"Mar 18, 2020",3.75,
Afghanistan,AFG,"Mar 19, 2020",3,
Afghanistan,AFG,"Mar 20, 2020",2.5,
Afghanistan,AFG,"Mar 21, 2020",2.4285714285714284,
Afghanistan,AFG,"Mar 22, 2020",2,
Afghanistan,AFG,"Mar 23, 2020",2.5714285714285716,
Afghanistan,AFG,"Mar 24, 2020",2.7142857142857144,
Afghanistan,AFG,"Mar 25, 2020",2.857142857142857,
Afghanistan,AFG,"Mar 26, 2020",7.571428571428571,
Afghanistan,AFG,"Mar 27, 2020",7.571428571428571,
Afghanistan,AFG,"Mar 28, 2020",9.571428571428571,
Afghanistan,AFG,"Mar 29, 2020",11.714285714285714,
Afghanistan,AFG,"Mar 30, 2020",11.428571428571429,
Afghanistan,AFG,"Mar 31, 2020",14.428571428571429,
Afghanistan,AFG,"Apr 1, 2020",17.714285714285715,
Afghanistan,AFG,"Apr 2, 2020",16.714285714285715,
Afghanistan,AFG,"Apr 3, 2020",22.857142857142858,0
Africa,,"Jan 2, 2020",0,
Africa,,"Jan 3, 2020",0,
Africa,,"Jan 4, 2020",0,
Africa,,"Jan 5, 2020",0,
Africa,,"Jan 6, 2020",0,
Africa,,"Jan 7, 2020",0,
Africa,,"Jan 8, 2020",0,
Africa,,"Jan 9, 2020",0,
Africa,,"Jan 10, 2020",0,
Africa,,"Jan 11, 2020",0,
Africa,,"Jan 12, 2020",0,
Africa,,"Jan 13, 2020",0,
Africa,,"Jan 14, 2020",0,
Africa,,"Jan 15, 2020",0,
Africa,,"Jan 16, 2020",0,
Africa,,"Jan 17, 2020",0,
Africa,,"Jan 18, 2020",0,
Africa,,"Jan 19, 2020",0,
Africa,,"Jan 20, 2020",0,
Africa,,"Jan 21, 2020",0,
Africa,,"Jan 22, 2020",0,
Africa,,"Jan 23, 2020",0,
Africa,,"Jan 24, 2020",0,
Africa,,"Jan 25, 2020",0,
Africa,,"Jan 26, 2020",0,
Africa,,"Jan 27, 2020",0,
Africa,,"Jan 28, 2020",0,
Africa,,"Jan 29, 2020",0,
Africa,,"Jan 30, 2020",0,
Africa,,"Jan 31, 2020",0,
Africa,,"Feb 1, 2020",0,
Africa,,"Feb 2, 2020",0,
Africa,,"Feb 3, 2020",0,
Africa,,"Feb 4, 2020",0,
Africa,,"Feb 5, 2020",0,
Africa,,"Feb 6, 2020",0,
Africa,,"Feb 7, 2020",0,
Africa,,"Feb 8, 2020",0,
Africa,,"Feb 9, 2020",0,
Africa,,"Feb 10, 2020",0,
Africa,,"Feb 11, 2020",0,
Africa,,"Feb 12, 2020",0,
Africa,,"Feb 13, 2020",0,
Africa,,"Feb 14, 2020",0,
Africa,,"Feb 15, 2020",0.14285714285714285,
Africa,,"Feb 16, 2020",0.14285714285714285,
Africa,,"Feb 17, 2020",0.14285714285714285,
Africa,,"Feb 18, 2020",0.14285714285714285,
Africa,,"Feb 19, 2020",0.14285714285714285,
Africa,,"Feb 20, 2020",0.14285714285714285,
Africa,,"Feb 21, 2020",0.14285714285714285,
Africa,,"Feb 22, 2020",0,
Africa,,"Feb 23, 2020",0,
Africa,,"Feb 24, 2020",0,
Africa,,"Feb 25, 2020",0,
Africa,,"Feb 26, 2020",0.14285714285714285,
Africa,,"Feb 27, 2020",0.14285714285714285,
Africa,,"Feb 28, 2020",0.2857142857142857,
Africa,,"Feb 29, 2020",0.2857142857142857,
Africa,,"Mar 1, 2020",0.2857142857142857,
Africa,,"Mar 2, 2020",0.7142857142857143,
Africa,,"Mar 3, 2020",1.1428571428571428,
Africa,,"Mar 4, 2020",1.2857142857142858,
Africa,,"Mar 5, 2020",2.5714285714285716,
Africa,,"Mar 6, 2020",3.7142857142857144,
Africa,,"Mar 7, 2020",5.714285714285714,
Africa,,"Mar 8, 2020",5.857142857142857,
Africa,,"Mar 9, 2020",11,
Africa,,"Mar 10, 2020",12.285714285714286,
Africa,,"Mar 11, 2020",13.428571428571429,
Africa,,"Mar 12, 2020",14,
Africa,,"Mar 13, 2020",18.428571428571427,0
Africa,,"Mar 14, 2020",22.714285714285715,1
Africa,,"Mar 15, 2020",27.857142857142858,2
Africa,,"Mar 16, 2020",34.42857142857143,3
Africa,,"Mar 17, 2020",44.142857142857146,4
Africa,,"Mar 18, 2020",55.57142857142857,5
Africa,,"Mar 19, 2020",73.71428571428571,6
Africa,,"Mar 20, 2020",82.57142857142857,7
Africa,,"Mar 21, 2020",109.28571428571429,8
Africa,,"Mar 22, 2020",127.42857142857143,9
Africa,,"Mar 23, 2020",138,10
Africa,,"Mar 24, 2020",184.71428571428572,11
Africa,,"Mar 25, 2020",239.42857142857142,12
Africa,,"Mar 26, 2020",288.2857142857143,13
Africa,,"Mar 27, 2020",354.2857142857143,14
Africa,,"Mar 28, 2020",390.42857142857144,15
Africa,,"Mar 29, 2020",421.14285714285717,16
Africa,,"Mar 30, 2020",468.85714285714283,17
Africa,,"Mar 31, 2020",481,18
Africa,,"Apr 1, 2020",474.85714285714283,19
Africa,,"Apr 2, 2020",513.7142857142857,20
Africa,,"Apr 3, 2020",504,21
Albania,ALB,"Mar 11, 2020",3.3333333333333335,
Albania,ALB,"Mar 12, 2020",2.75,
Albania,ALB,"Mar 13, 2020",4.6,
Albania,ALB,"Mar 14, 2020",5.5,
Albania,ALB,"Mar 15, 2020",5.428571428571429,
Albania,ALB,"Mar 16, 2020",5.714285714285714,
Albania,ALB,"Mar 17, 2020",6.428571428571429,
Albania,ALB,"Mar 18, 2020",6.428571428571429,
Albania,ALB,"Mar 19, 2020",6.857142857142857,
Albania,ALB,"Mar 20, 2020",6.714285714285714,
Albania,ALB,"Mar 21, 2020",5.285714285714286,
Albania,ALB,"Mar 22, 2020",5.428571428571429,
Albania,ALB,"Mar 23, 2020",6.714285714285714,
Albania,ALB,"Mar 24, 2020",7,
Albania,ALB,"Mar 25, 2020",9.714285714285714,
Albania,ALB,"Mar 26, 2020",12.428571428571429,
Albania,ALB,"Mar 27, 2020",14.857142857142858,
Albania,ALB,"Mar 28, 2020",16.571428571428573,
Albania,ALB,"Mar 29, 2020",17.285714285714285,
Albania,ALB,"Mar 30, 2020",17.571428571428573,
Albania,ALB,"Mar 31, 2020",17.571428571428573,
Albania,ALB,"Apr 1, 2020",17.142857142857142,
Albania,ALB,"Apr 2, 2020",16.142857142857142,
Albania,ALB,"Apr 3, 2020",14.714285714285714,
Algeria,DZA,"Jan 2, 2020",0,
Algeria,DZA,"Jan 3, 2020",0,
Algeria,DZA,"Jan 4, 2020",0,
Algeria,DZA,"Jan 5, 2020",0,
Algeria,DZA,"Jan 6, 2020",0,
Algeria,DZA,"Jan 7, 2020",0,
Algeria,DZA,"Jan 8, 2020",0,
Algeria,DZA,"Jan 9, 2020",0,
Algeria,DZA,"Jan 10, 2020",0,
Algeria,DZA,"Jan 11, 2020",0,
Algeria,DZA,"Jan 12, 2020",0,
Algeria,DZA,"Jan 13, 2020",0,
Algeria,DZA,"Jan 14, 2020",0,
Algeria,DZA,"Jan 15, 2020",0,
Algeria,DZA,"Jan 16, 2020",0,
Algeria,DZA,"Jan 17, 2020",0,
Algeria,DZA,"Jan 18, 2020",0,
Algeria,DZA,"Jan 19, 2020",0,
Algeria,DZA,"Jan 20, 2020",0,
Algeria,DZA,"Jan 21, 2020",0,
Algeria,DZA,"Jan 22, 2020",0,
Algeria,DZA,"Jan 23, 2020",0,
Algeria,DZA,"Jan 24, 2020",0,
Algeria,DZA,"Jan 25, 2020",0,
Algeria,DZA,"Jan 26, 2020",0,
Algeria,DZA,"Jan 27, 2020",0,
Algeria,DZA,"Jan 28, 2020",0,
Algeria,DZA,"Jan 29, 2020",0,
Algeria,DZA,"Jan 30, 2020",0,
Algeria,DZA,"Jan 31, 2020",0,
Algeria,DZA,"Feb 1, 2020",0,
Algeria,DZA,"Feb 2, 2020",0,
Algeria,DZA,"Feb 3, 2020",0,
Algeria,DZA,"Feb 4, 2020",0,
Algeria,DZA,"Feb 5, 2020",0,
Algeria,DZA,"Feb 6, 2020",0,
Algeria,DZA,"Feb 7, 2020",0,
Algeria,DZA,"Feb 8, 2020",0,
Algeria,DZA,"Feb 9, 2020",0,
Algeria,DZA,"Feb 10, 2020",0,
Algeria,DZA,"Feb 11, 2020",0,
Algeria,DZA,"Feb 12, 2020",0,
Algeria,DZA,"Feb 13, 2020",0,
Algeria,DZA,"Feb 14, 2020",0,
Algeria,DZA,"Feb 15, 2020",0,
Algeria,DZA,"Feb 16, 2020",0,
Algeria,DZA,"Feb 17, 2020",0,
Algeria,DZA,"Feb 18, 2020",0,
Algeria,DZA,"Feb 19, 2020",0,
Algeria,DZA,"Feb 20, 2020",0,
Algeria,DZA,"Feb 21, 2020",0,
Algeria,DZA,"Feb 22, 2020",0,
Algeria,DZA,"Feb 23, 2020",0,
Algeria,DZA,"Feb 24, 2020",0,
Algeria,DZA,"Feb 25, 2020",0,
Algeria,DZA,"Feb 26, 2020",0.14285714285714285,
Algeria,DZA,"Feb 27, 2020",0.14285714285714285,
Algeria,DZA,"Feb 28, 2020",0.14285714285714285,
Algeria,DZA,"Feb 29, 2020",0.14285714285714285,
Algeria,DZA,"Mar 1, 2020",0.14285714285714285,
Algeria,DZA,"Mar 2, 2020",0.42857142857142855,
Algeria,DZA,"Mar 3, 2020",0.5,
Algeria,DZA,"Mar 4, 2020",0.6666666666666666,
Algeria,DZA,"Mar 5, 2020",1.8333333333333333,
Algeria,DZA,"Mar 6, 2020",2.6666666666666665,
Algeria,DZA,"Mar 7, 2020",3.2,
Algeria,DZA,"Mar 8, 2020",4,
Algeria,DZA,"Mar 9, 2020",4.25,
Algeria,DZA,"Mar 10, 2020",4.25,
Algeria,DZA,"Mar 11, 2020",5,
Algeria,DZA,"Mar 12, 2020",2.6666666666666665,
Algeria,DZA,"Mar 13, 2020",2.3333333333333335,
Algeria,DZA,"Mar 14, 2020",2.25,
Algeria,DZA,"Mar 15, 2020",4,
Algeria,DZA,"Mar 16, 2020",5.6,
Algeria,DZA,"Mar 17, 2020",6.666666666666667,
Algeria,DZA,"Mar 18, 2020",5.714285714285714,
Algeria,DZA,"Mar 19, 2020",7.571428571428571,
Algeria,DZA,"Mar 20, 2020",8.285714285714286,
Algeria,DZA,"Mar 21, 2020",9.714285714285714,
Algeria,DZA,"Mar 22, 2020",8.142857142857142,
Algeria,DZA,"Mar 23, 2020",7.714285714285714,
Algeria,DZA,"Mar 24, 2020",18.428571428571427,0
Algeria,DZA,"Mar 25, 2020",24.428571428571427,1
Algeria,DZA,"Mar 26, 2020",27.285714285714285,2
Algeria,DZA,"Mar 27, 2020",31.857142857142858,3
Algeria,DZA,"Mar 28, 2020",30.142857142857142,4
Algeria,DZA,"Mar 29, 2020",45,5
Algeria,DZA,"Mar 30, 2020",50.285714285714285,6
Algeria,DZA,"Mar 31, 2020",46,7
Algeria,DZA,"Apr 1, 2020",50.42857142857143,8
Algeria,DZA,"Apr 2, 2020",83.28571428571429,9
Algeria,DZA,"Apr 3, 2020",77.42857142857143,10
Andorra,AND,"Mar 17, 2020",4.333333333333333,
Andorra,AND,"Mar 18, 2020",3.25,
Andorra,AND,"Mar 19, 2020",10.4,
Andorra,AND,"Mar 20, 2020",12.333333333333334,
Andorra,AND,"Mar 21, 2020",12.166666666666666,
Andorra,AND,"Mar 22, 2020",12.285714285714286,
Andorra,AND,"Mar 23, 2020",15.428571428571429,
Andorra,AND,"Mar 24, 2020",17,
Andorra,AND,"Mar 25, 2020",21.428571428571427,
Andorra,AND,"Mar 26, 2020",19.285714285714285,0
Andorra,AND,"Mar 27, 2020",21.285714285714285,1
Andorra,AND,"Mar 28, 2020",27.428571428571427,2
Andorra,AND,"Mar 29, 2020",31.428571428571427,3
Andorra,AND,"Mar 30, 2020",31.571428571428573,4
Andorra,AND,"Mar 31, 2020",33.857142857142854,5
Andorra,AND,"Apr 1, 2020",30.285714285714285,6
Andorra,AND,"Apr 2, 2020",28.857142857142858,7
Andorra,AND,"Apr 3, 2020",29.142857142857142,8
Angola,AGO,"Mar 24, 2020",0.6666666666666666,
Angola,AGO,"Mar 25, 2020",0.5,
Angola,AGO,"Mar 26, 2020",0.4,
Angola,AGO,"Mar 27, 2020",0.5,
Angola,AGO,"Mar 28, 2020",0.5714285714285714,
Angola,AGO,"Mar 29, 2020",0.2857142857142857,
Angola,AGO,"Mar 30, 2020",0.7142857142857143,
Angola,AGO,"Mar 31, 2020",0.7142857142857143,
Angola,AGO,"Apr 1, 2020",0.7142857142857143,
Angola,AGO,"Apr 2, 2020",0.8571428571428571,
Angola,AGO,"Apr 3, 2020",0.7142857142857143,
Anguilla,AIA,"Mar 29, 2020",0.6666666666666666,
Anguilla,AIA,"Mar 30, 2020",0.5,
Anguilla,AIA,"Mar 31, 2020",0.4,
Anguilla,AIA,"Apr 1, 2020",0.3333333333333333,
Anguilla,AIA,"Apr 2, 2020",0.2857142857142857,
Anguilla,AIA,"Apr 3, 2020",0.14285714285714285,
Antigua and Barbuda,ATG,"Mar 23, 2020",0,
Antigua and Barbuda,ATG,"Mar 24, 2020",0,
Antigua and Barbuda,ATG,"Mar 25, 2020",0.4,
Antigua and Barbuda,ATG,"Mar 26, 2020",0.3333333333333333,
Antigua and Barbuda,ATG,"Mar 27, 2020",0.8571428571428571,
Antigua and Barbuda,ATG,"Mar 28, 2020",0.8571428571428571,
Antigua and Barbuda,ATG,"Mar 29, 2020",0.8571428571428571,
Antigua and Barbuda,ATG,"Mar 30, 2020",0.8571428571428571,
Antigua and Barbuda,ATG,"Mar 31, 2020",0.8571428571428571,
Antigua and Barbuda,ATG,"Apr 1, 2020",0.5714285714285714,
Antigua and Barbuda,ATG,"Apr 2, 2020",0.5714285714285714,
Antigua and Barbuda,ATG,"Apr 3, 2020",0.2857142857142857,
Argentina,ARG,"Mar 7, 2020",2.6666666666666665,
Argentina,ARG,"Mar 8, 2020",2.25,
Argentina,ARG,"Mar 9, 2020",2.4,
Argentina,ARG,"Mar 10, 2020",2.4,
Argentina,ARG,"Mar 11, 2020",3.6,
Argentina,ARG,"Mar 12, 2020",3.6,
Argentina,ARG,"Mar 13, 2020",5.8,
Argentina,ARG,"Mar 14, 2020",5.2,
Argentina,ARG,"Mar 15, 2020",7.2,
Argentina,ARG,"Mar 16, 2020",8.8,
Argentina,ARG,"Mar 17, 2020",8.833333333333334,
Argentina,ARG,"Mar 18, 2020",10,
Argentina,ARG,"Mar 19, 2020",11.142857142857142,
Argentina,ARG,"Mar 20, 2020",13.857142857142858,0
Argentina,ARG,"Mar 21, 2020",17.714285714285715,1
Argentina,ARG,"Mar 22, 2020",25.714285714285715,2
Argentina,ARG,"Mar 23, 2020",30,3
Argentina,ARG,"Mar 24, 2020",33.714285714285715,4
Argentina,ARG,"Mar 25, 2020",44,5
Argentina,ARG,"Mar 26, 2020",57.857142857142854,6
Argentina,ARG,"Mar 27, 2020",65.85714285714286,7
Argentina,ARG,"Mar 28, 2020",76,8
Argentina,ARG,"Mar 29, 2020",74.28571428571429,9
Argentina,ARG,"Mar 30, 2020",79.14285714285714,10
Argentina,ARG,"Mar 31, 2020",95,11
Argentina,ARG,"Apr 1, 2020",82.71428571428571,12
Argentina,ARG,"Apr 2, 2020",90.14285714285714,13
Argentina,ARG,"Apr 3, 2020",77.71428571428571,14
Armenia,ARM,"Jan 2, 2020",0,
Armenia,ARM,"Jan 3, 2020",0,
Armenia,ARM,"Jan 4, 2020",0,
Armenia,ARM,"Jan 5, 2020",0,
Armenia,ARM,"Jan 6, 2020",0,
Armenia,ARM,"Jan 7, 2020",0,
Armenia,ARM,"Jan 8, 2020",0,
Armenia,ARM,"Jan 9, 2020",0,
Armenia,ARM,"Jan 10, 2020",0,
Armenia,ARM,"Jan 11, 2020",0,
Armenia,ARM,"Jan 12, 2020",0,
Armenia,ARM,"Jan 13, 2020",0,
Armenia,ARM,"Jan 14, 2020",0,
Armenia,ARM,"Jan 15, 2020",0,
Armenia,ARM,"Jan 16, 2020",0,
Armenia,ARM,"Jan 17, 2020",0,
Armenia,ARM,"Jan 18, 2020",0,
Armenia,ARM,"Jan 19, 2020",0,
Armenia,ARM,"Jan 20, 2020",0,
Armenia,ARM,"Jan 21, 2020",0,
Armenia,ARM,"Jan 22, 2020",0,
Armenia,ARM,"Jan 23, 2020",0,
Armenia,ARM,"Jan 24, 2020",0,
Armenia,ARM,"Jan 25, 2020",0,
Armenia,ARM,"Jan 26, 2020",0,
Armenia,ARM,"Jan 27, 2020",0,
Armenia,ARM,"Jan 28, 2020",0,
Armenia,ARM,"Jan 29, 2020",0,
Armenia,ARM,"Jan 30, 2020",0,
Armenia,ARM,"Jan 31, 2020",0,
Armenia,ARM,"Feb 1, 2020",0,
Armenia,ARM,"Feb 2, 2020",0,
Armenia,ARM,"Feb 3, 2020",0,
Armenia,ARM,"Feb 4, 2020",0,
Armenia,ARM,"Feb 5, 2020",0,
Armenia,ARM,"Feb 6, 2020",0,
Armenia,ARM,"Feb 7, 2020",0,
Armenia,ARM,"Feb 8, 2020",0,
Armenia,ARM,"Feb 9, 2020",0,
Armenia,ARM,"Feb 10, 2020",0,
Armenia,ARM,"Feb 11, 2020",0,
Armenia,ARM,"Feb 12, 2020",0,
Armenia,ARM,"Feb 13, 2020",0,
Armenia,ARM,"Feb 14, 2020",0,
Armenia,ARM,"Feb 15, 2020",0,
Armenia,ARM,"Feb 16, 2020",0,
Armenia,ARM,"Feb 17, 2020",0,
Armenia,ARM,"Feb 18, 2020",0,
Armenia,ARM,"Feb 19, 2020",0,
Armenia,ARM,"Feb 20, 2020",0,
Armenia,ARM,"Feb 21, 2020",0,
Armenia,ARM,"Feb 22, 2020",0,
Armenia,ARM,"Feb 23, 2020",0,
Armenia,ARM,"Feb 24, 2020",0,
Armenia,ARM,"Feb 25, 2020",0,
Armenia,ARM,"Feb 26, 2020",0,
Armenia,ARM,"Feb 27, 2020",0,
Armenia,ARM,"Feb 28, 2020",0,
Armenia,ARM,"Feb 29, 2020",0,
Armenia,ARM,"Mar 1, 2020",0.14285714285714285,
Armenia,ARM,"Mar 2, 2020",0.14285714285714285,
Armenia,ARM,"Mar 3, 2020",0.16666666666666666,
Armenia,ARM,"Mar 4, 2020",0.2,
Armenia,ARM,"Mar 5, 2020",0.25,
Armenia,ARM,"Mar 6, 2020",0.3333333333333333,
Armenia,ARM,"Mar 14, 2020",4,
Armenia,ARM,"Mar 15, 2020",4.75,
Armenia,ARM,"Mar 16, 2020",5.8,
Armenia,ARM,"Mar 17, 2020",8.5,
Armenia,ARM,"Mar 18, 2020",11,
Armenia,ARM,"Mar 19, 2020",15.857142857142858,
Armenia,ARM,"Mar 20, 2020",16.571428571428573,
Armenia,ARM,"Mar 21, 2020",17.571428571428573,
Armenia,ARM,"Mar 22, 2020",20,
Armenia,ARM,"Mar 23, 2020",22.857142857142858,
Armenia,ARM,"Mar 24, 2020",20.285714285714285,
Armenia,ARM,"Mar 25, 2020",26.714285714285715,0
Armenia,ARM,"Mar 26, 2020",25,1
Armenia,ARM,"Mar 27, 2020",29.571428571428573,2
Armenia,ARM,"Mar 28, 2020",33.714285714285715,3
Armenia,ARM,"Mar 29, 2020",37.714285714285715,4
Armenia,ARM,"Mar 30, 2020",33.42857142857143,5
Armenia,ARM,"Mar 31, 2020",41.142857142857146,6
Armenia,ARM,"Apr 1, 2020",38.142857142857146,7
Armenia,ARM,"Apr 2, 2020",40.142857142857146,8
Armenia,ARM,"Apr 3, 2020",47.714285714285715,9
Aruba,ABW,"Mar 25, 2020",5,
Aruba,ABW,"Mar 26, 2020",4.25,
Aruba,ABW,"Mar 27, 2020",6,
Aruba,ABW,"Mar 28, 2020",4.8,
Aruba,ABW,"Mar 29, 2020",4,
Aruba,ABW,"Mar 30, 2020",6.571428571428571,
Aruba,ABW,"Mar 31, 2020",6.333333333333333,
Aruba,ABW,"Apr 1, 2020",6.333333333333333,
Aruba,ABW,"Apr 2, 2020",6,
Aruba,ABW,"Apr 3, 2020",5.333333333333333,
Asia,,"Jan 2, 2020",9,
Asia,,"Jan 3, 2020",11,
Asia,,"Jan 4, 2020",8.8,
Asia,,"Jan 5, 2020",9.833333333333334,
Asia,,"Jan 6, 2020",8.428571428571429,
Asia,,"Jan 7, 2020",4.571428571428571,
Asia,,"Jan 8, 2020",4.571428571428571,
Asia,,"Jan 9, 2020",4.571428571428571,
Asia,,"Jan 10, 2020",2.142857142857143,
Asia,,"Jan 11, 2020",2.142857142857143,
Asia,,"Jan 12, 2020",0,
Asia,,"Jan 13, 2020",0.14285714285714285,
Asia,,"Jan 14, 2020",0.14285714285714285,
Asia,,"Jan 15, 2020",0.2857142857142857,
Asia,,"Jan 16, 2020",0.2857142857142857,
Asia,,"Jan 17, 2020",1,
Asia,,"Jan 18, 2020",3.4285714285714284,0
Asia,,"Jan 19, 2020",22.857142857142858,1
Asia,,"Jan 20, 2020",25.571428571428573,2
Asia,,"Jan 21, 2020",47.285714285714285,3
Asia,,"Jan 22, 2020",67.42857142857143,4
Asia,,"Jan 23, 2020",81.28571428571429,5
Asia,,"Jan 24, 2020",118.57142857142857,6
Asia,,"Jan 25, 2020",180.14285714285714,7
Asia,,"Jan 26, 2020",256.2857142857143,8
Asia,,"Jan 27, 2020",366.85714285714283,9
Asia,,"Jan 28, 2020",597.2857142857143,10
Asia,,"Jan 29, 2020",787.7142857142857,11
Asia,,"Jan 30, 2020",1024.142857142857,12
Asia,,"Jan 31, 2020",1271,13
Asia,,"Feb 1, 2020",1508.4285714285713,14
Asia,,"Feb 2, 2020",1784.857142857143,15
Asia,,"Feb 3, 2020",2073.4285714285716,16
Asia,,"Feb 4, 2020",2284.1428571428573,17
Asia,,"Feb 5, 2020",2629.8571428571427,18
Asia,,"Feb 6, 2020",2913.714285714286,19
Asia,,"Feb 7, 2020",3082,20
Asia,,"Feb 8, 2020",3271,21
Asia,,"Feb 9, 2020",3273,22
Asia,,"Feb 10, 2020",3296.8571428571427,23
Asia,,"Feb 11, 2020",3190.4285714285716,24
Asia,,"Feb 12, 2020",2924.1428571428573,25
Asia,,"Feb 13, 2020",4554.142857142857,26
Asia,,"Feb 14, 2020",4696.142857142857,27
Asia,,"Feb 15, 2020",4571.142857142857,28
Asia,,"Feb 16, 2020",4486.857142857143,29
Asia,,"Feb 17, 2020",4356.142857142857,30
Asia,,"Feb 18, 2020",4270.571428571428,31
Asia,,"Feb 19, 2020",4234.142857142857,32
Asia,,"Feb 20, 2020",2134.714285714286,33
Asia,,"Feb 21, 2020",1679.4285714285713,34
Asia,,"Feb 22, 2020",1463.7142857142858,35
Asia,,"Feb 23, 2020",1309,36
Asia,,"Feb 24, 2020",1072.857142857143,37
Asia,,"Feb 25, 2020",898.4285714285714,38
Asia,,"Feb 26, 2020",752.7142857142857,39
Asia,,"Feb 27, 2020",828.8571428571429,40
Asia,,"Feb 28, 2020",820.4285714285714,41
Asia,,"Feb 29, 2020",888.5714285714286,42
Asia,,"Mar 1, 2020",954.2857142857143,43
Asia,,"Mar 2, 2020",1085,44
Asia,,"Mar 3, 2020",1170.4285714285713,45
Asia,,"Mar 4, 2020",1278.7142857142858,46
Asia,,"Mar 5, 2020",1316.857142857143,47
Asia,,"Mar 6, 2020",1379.2857142857142,48
Asia,,"Mar 7, 2020",1441.7142857142858,49
Asia,,"Mar 8, 2020",1473.142857142857,50
Asia,,"Mar 9, 2020",1449.857142857143,51
Asia,,"Mar 10, 2020",1398.2857142857142,52
Asia,,"Mar 11, 2020",1374.142857142857,53
Asia,,"Mar 12, 2020",1428.4285714285713,54
Asia,,"Mar 13, 2020",1430.7142857142858,55
Asia,,"Mar 14, 2020",1410.5714285714287,56
Asia,,"Mar 15, 2020",1436.5714285714287,57
Asia,,"Mar 16, 2020",1547.7142857142858,58
Asia,,"Mar 17, 2020",1677.857142857143,59
Asia,,"Mar 18, 2020",1763.5714285714287,60
Asia,,"Mar 19, 2020",1831.4285714285713,61
Asia,,"Mar 20, 2020",1978.5714285714287,62
Asia,,"Mar 21, 2020",2081.285714285714,63
Asia,,"Mar 22, 2020",2248.714285714286,64
Asia,,"Mar 23, 2020",2362,65
Asia,,"Mar 24, 2020",2559.8571428571427,66
Asia,,"Mar 25, 2020",2872.4285714285716,67
